model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h5m80d50_ensemble,300725.SZ,20260814,FAMILY_ONLY,3,0.0,-0.0360451400349322,-0.050000000000000044,54.5,52.535539868096194,2.0,stop_close,0.013954859965067845
h5m80d50_ensemble,301047.SZ,20260814,FAMILY_ONLY,3,1.0,0.11605337646583092,0.10209851650076307,123.65,138.0,2.0,profit_open,0.013954859965067845
h5m80d50_ensemble,600667.SH,20260814,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,,-0.05733333333333335,-0.043227751586757734,22.5,,4.0,,-0.014105581746575613
h5m80d50_ensemble,603039.SH,20260814,FAMILY_ONLY,3,,-0.02386363636363631,-0.009758054617060696,44.0,,4.0,,-0.014105581746575613
h5m80d50_ensemble,002081.SZ,20260813,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.09630576335912044,0.08000000000000007,5.29,5.799457488169748,2.0,profit_intraday,0.016305763359120373
h5m80d50_ensemble,301511.SZ,20260813,FAMILY_ONLY,3,1.0,0.09630576335912044,0.08000000000000007,88.58,97.11076451835089,2.0,profit_intraday,0.016305763359120373
h5m80d50_ensemble,600105.SH,20260813,FAMILY_ONLY,3,0.0,-0.07516386537982367,-0.050000000000000044,41.55,38.426941393468326,4.0,stop_close,-0.025163865379823624
h5m80d50_ensemble,601869.SH,20260813,FAMILY_ONLY,3,1.0,0.09630576335912044,0.08000000000000007,343.0,376.0328768321783,2.0,profit_intraday,0.016305763359120373
h5m80d50_ensemble,603236.SH,20260813,CONSENSUS_2,2,0.0,-0.01868239921337267,-0.004226114139124659,61.02,59.88,5.0,expiry_close,-0.01445628507424801
h5m80d50_ensemble,688048.SH,20260813,FAMILY_ONLY,3,1.0,0.09630576335912044,0.08000000000000007,303.57,332.8055405829282,2.0,profit_intraday,0.016305763359120373
h5m80d50_ensemble,002080.SZ,20260812,FAMILY_ONLY,3,1.0,0.08404536861245182,0.08000000000000007,57.6,62.441013232077225,4.0,profit_intraday,0.00404536861245175
